date,close,Bid,Ask,asset
20-Apr-2018,1.2288,1.2286,1.2290,EUR
13-Apr-2018,1.2331,1.2329,1.2333,EUR
06-Apr-2018,1.2283,1.2281,1.2285,EUR
30-Mar-2018,1.23225,1.2321,1.2324,EUR
23-Mar-2018,1.2353,1.2351,1.2355,EUR
16-Mar-2018,1.2289,1.2287,1.2291,EUR
09-Mar-2018,1.2307,1.2305,1.2309,EUR
02-Mar-2018,1.23175,1.2317,1.2318,EUR
23-Feb-2018,1.22935,1.2293,1.2294,EUR
16-Feb-2018,1.2406,1.2404,1.2408,EUR
09-Feb-2018,1.2235,1.2233,1.2237,EUR
02-Feb-2018,1.24615,1.2460,1.2463,EUR
26-Jan-2018,1.2421,1.2419,1.2423,EUR
19-Jan-2018,1.22215,1.2220,1.2223,EUR
12-Jan-2018,1.2187,1.2185,1.2189,EUR
05-Jan-2018,1.203,1.2028,1.2032,EUR
29-Dec-2017,1.1998,1.1996,1.2000,EUR
22-Dec-2017,1.18585,1.1857,1.1860,EUR
15-Dec-2017,1.1754,1.1752,1.1756,EUR
08-Dec-2017,1.17645,1.1764,1.1765,EUR
01-Dec-2017,1.1891,1.1889,1.1893,EUR
24-Nov-2017,1.19305,1.1930,1.1931,EUR
17-Nov-2017,1.1795,1.1793,1.1797,EUR
10-Nov-2017,1.1665,1.1663,1.1667,EUR
03-Nov-2017,1.1609,1.1607,1.1611,EUR
27-Oct-2017,1.161,1.1608,1.1612,EUR
20-Oct-2017,1.1785,1.1783,1.1787,EUR
13-Oct-2017,1.1823,1.1822,1.1824,EUR
06-Oct-2017,1.1734,1.1733,1.1735,EUR
29-Sept-2017,1.1814,1.1812,1.1816,EUR
22-Sept-2017,1.1954,1.1952,1.1956,EUR
15-Sept-2017,1.1943,1.1941,1.1945,EUR
08-Sept-2017,1.2035,1.2033,1.2037,EUR
01-Sept-2017,1.1859,1.1857,1.1861,EUR
25-Aug-2017,1.1926,1.1924,1.1928,EUR
18-Aug-2017,1.1762,1.1760,1.1764,EUR
11-Aug-2017,1.18205,1.1820,1.1821,EUR
04-Aug-2017,1.1772,1.1768,1.1776,EUR
28-Jul-2017,1.1752,1.1750,1.1754,EUR
21-Jul-2017,1.1663,1.1661,1.1665,EUR
14-Jul-2017,1.1469,1.1467,1.1471,EUR
07-Jul-2017,1.1401,1.1400,1.1402,EUR
30-Jun-2017,1.1426,1.1423,1.1429,EUR
23-Jun-2017,1.1194,1.1192,1.1196,EUR
16-Jun-2017,1.11975,1.1197,1.1198,EUR
09-Jun-2017,1.11955,1.1192,1.1199,EUR
02-Jun-2017,1.1282,1.1280,1.1284,EUR
26-May-2017,1.1183,1.1182,1.1184,EUR
19-May-2017,1.1207,1.1204,1.1210,EUR
12-May-2017,1.0931,1.0928,1.0934,EUR
05-May-2017,1.09975,1.0995,1.1000,EUR
28-Apr-2017,1.0897,1.0895,1.0899,EUR
21-Apr-2017,1.0728,1.0726,1.0730,EUR
14-Apr-2017,1.06115,1.0609,1.0614,EUR
07-Apr-2017,1.059,1.0588,1.0592,EUR
31-Mar-2017,1.0652,1.0649,1.0655,EUR
24-Mar-2017,1.0799,1.0797,1.0801,EUR
17-Mar-2017,1.0738,1.0736,1.0740,EUR
10-Mar-2017,1.0672,1.0669,1.0675,EUR
03-Mar-2017,1.0623,1.0620,1.0626,EUR
24-Feb-2017,1.0563,1.0560,1.0566,EUR
17-Feb-2017,1.0614,1.0611,1.0617,EUR
10-Feb-2017,1.0641,1.0638,1.0644,EUR
03-Feb-2017,1.0784,1.0781,1.0787,EUR
27-Jan-2017,1.0699,1.0694,1.0704,EUR
20-Jan-2017,1.0703,1.0699,1.0707,EUR
13-Jan-2017,1.0644,1.0641,1.0647,EUR
06-Jan-2017,1.0533,1.0530,1.0536,EUR
30-Dec-2016,1.0516,1.0513,1.0519,EUR
23-Dec-2016,1.04565,1.0454,1.0459,EUR
16-Dec-2016,1.0451,1.0447,1.0455,EUR
09-Dec-2016,1.0562,1.0559,1.0565,EUR
02-Dec-2016,1.06725,1.0670,1.0675,EUR
25-Nov-2016,1.0587,1.0584,1.0590,EUR
18-Nov-2016,1.0588,1.0585,1.0591,EUR
11-Nov-2016,1.0856,1.0850,1.0862,EUR
04-Nov-2016,1.1138,1.1135,1.1141,EUR
28-Oct-2016,1.0987,1.0983,1.0991,EUR
21-Oct-2016,1.0884,1.0882,1.0886,EUR
14-Oct-2016,1.0971,1.0969,1.0973,EUR
07-Oct-2016,1.1201,1.1199,1.1203,EUR
30-Sept-2016,1.1241,1.1238,1.1244,EUR
23-Sept-2016,1.1226,1.1222,1.1230,EUR
16-Sept-2016,1.1155,1.1153,1.1157,EUR
09-Sept-2016,1.12325,1.1229,1.1236,EUR
02-Sept-2016,1.1156,1.1153,1.1159,EUR
26-Aug-2016,1.1198,1.1195,1.1201,EUR
19-Aug-2016,1.1326,1.1325,1.1327,EUR
12-Aug-2016,1.1161,1.1158,1.1164,EUR
05-Aug-2016,1.10855,1.1085,1.1086,EUR
29-Jul-2016,1.11735,1.1170,1.1177,EUR
22-Jul-2016,1.09755,1.0973,1.0978,EUR
15-Jul-2016,1.1036,1.1034,1.1038,EUR
08-Jul-2016,1.10545,1.1052,1.1057,EUR
01-Jul-2016,1.1136,1.1135,1.1137,EUR
24-Jun-2016,1.1117,1.1115,1.1119,EUR
17-Jun-2016,1.1277,1.1274,1.1280,EUR
10-Jun-2016,1.1251,1.1249,1.1253,EUR
03-Jun-2016,1.1367,1.1365,1.1369,EUR
27-May-2016,1.1115,1.1114,1.1116,EUR
20-May-2016,1.1224,1.1222,1.1226,EUR
13-May-2016,1.1308,1.1305,1.1311,EUR
06-May-2016,1.1405,1.1402,1.1408,EUR
29-Apr-2016,1.1456,1.1454,1.1458,EUR
22-Apr-2016,1.12335,1.1230,1.1237,EUR
15-Apr-2016,1.1283,1.1280,1.1286,EUR
08-Apr-2016,1.14015,1.1399,1.1404,EUR
01-Apr-2016,1.13875,1.1386,1.1389,EUR
25-Mar-2016,1.1166,1.1163,1.1169,EUR
18-Mar-2016,1.127,1.1267,1.1273,EUR
11-Mar-2016,1.1153,1.1150,1.1156,EUR
04-Mar-2016,1.1004,1.1001,1.1007,EUR
26-Feb-2016,1.0934,1.0931,1.0937,EUR
19-Feb-2016,1.11345,1.1132,1.1137,EUR
12-Feb-2016,1.12605,1.1258,1.1263,EUR
05-Feb-2016,1.1159,1.1156,1.1162,EUR
