Altimeter type,Merged file cycle nr,Year,Nr observations,Weighted nr observations,GMSL,GMSL std,GMSL smooth,GIA,GIA std,GIA smooth,GIA smooth cycle removed
0.0,841.0,2015.545734,461755.0,340593.59,35.78,97.56,35.27,41.94,100.25,41.44,43.85
0.0,842.0,2015.5729,462545.0,341309.09,36.43,101.76,36.47,42.61,104.49,42.65,44.1
0.0,843.0,2015.600066,463893.0,342477.31,37.58,103.78,37.8,43.79,106.85,43.98,44.34
0.0,844.0,2015.627232,460938.0,341879.31,36.53,103.94,39.26,42.7,106.89,45.44,44.63
0.0,845.0,2015.6543989999998,454170.0,337625.91,43.2,106.19,40.76,49.4,109.5,46.95,44.96
0.0,846.0,2015.6815649999999,459534.0,340534.81,43.35,109.83,42.16,49.53,113.1,48.35,45.26
0.0,847.0,2015.708731,463665.0,343614.19,42.93,107.54,43.35,49.12,110.75,49.54,45.49
0.0,848.0,2015.7358969999998,460182.0,341147.09,44.27,109.91,44.32,50.47,113.13,50.52,45.71
0.0,849.0,2015.7630629999999,458036.0,340294.0,45.57,113.82,45.05,51.75,117.12,51.25,45.94
0.0,850.0,2015.790229,461886.0,340445.19,46.47,114.25,45.42,52.68,117.46,51.63,46.09
0.0,851.0,2015.817395,456934.0,336239.91,48.42,115.32,45.34,54.61,118.57,51.56,46.07
0.0,852.0,2015.844562,466593.0,341585.69,44.61,113.94,44.82,50.87,116.93,51.05,45.87
0.0,853.0,2015.871728,462852.0,337866.19,41.85,112.08,43.99,48.06,115.02,50.23,45.59
0.0,854.0,2015.8988940000002,474976.0,345560.91,45.3,112.71,42.96,51.58,115.54,49.21,45.28
0.0,855.0,2015.9260600000002,476638.0,345191.81,42.9,111.07,41.76,49.15,113.87,48.03,44.91
0.0,856.0,2015.953226,477871.0,344319.5,39.71,108.0,40.55,46.0,110.36,46.82,44.56
0.0,857.0,2015.9803920000002,480681.0,346961.31,38.14,107.22,39.58,44.41,109.52,45.86,44.45
0.0,858.0,2016.0075379999998,478886.0,344882.5,35.56,104.74,39.06,41.83,106.8,45.35,44.72
0.0,859.0,2016.03463,476925.0,342558.5,39.4,106.99,38.98,45.74,109.05,45.28,45.32
0.0,860.0,2016.061722,480386.0,345438.5,41.9,106.35,39.12,48.24,108.39,45.42,46.02
0.0,861.0,2016.088814,476861.0,344438.09,37.47,103.46,39.24,43.71,105.48,45.56,46.59
0.0,862.0,2016.1159059999998,481425.0,347132.69,40.01,101.54,39.28,46.33,103.56,45.6,46.95
0.0,863.0,2016.142997,479171.0,345120.19,39.23,101.66,39.24,45.58,103.75,45.58,47.17
0.0,864.0,2016.170089,477248.0,343429.69,39.39,102.8,39.13,45.79,104.73,45.49,47.27
0.0,865.0,2016.1971809999998,477533.0,344235.69,37.82,102.98,38.9,44.18,104.52,45.27,47.22
0.0,866.0,2016.224273,455818.0,329633.19,41.53,103.03,38.42,47.88,104.65,44.79,46.94
0.0,867.0,2016.2513649999999,477397.0,344744.69,37.81,102.11,37.59,44.16,103.6,43.98,46.36
0.0,868.0,2016.2784570000001,477114.0,343418.41,37.16,101.07,36.48,43.59,102.73,42.89,45.55
0.0,869.0,2016.305549,478169.0,344045.0,34.32,98.47,35.3,40.78,100.28,41.73,44.71
0.0,870.0,2016.332641,474459.0,341277.69,33.45,98.17,34.34,39.92,99.98,40.79,44.12
0.0,871.0,2016.3597329999998,478722.0,345112.19,31.97,97.46,33.86,38.44,99.25,40.32,43.99
0.0,872.0,2016.386825,478612.0,345389.19,31.72,97.47,33.91,38.2,99.36,40.38,44.34
0.0,873.0,2016.413917,476509.0,344062.5,35.32,98.8,34.35,41.73,100.5,40.82,44.96
0.0,874.0,2016.441009,469658.0,340378.91,35.33,97.6,34.9,41.83,99.57,41.37,45.55
0.0,875.0,2016.4681010000002,473193.0,343906.91,36.79,97.27,35.27,43.31,99.59,41.75,45.78
0.0,876.0,2016.495193,474528.0,344815.59,35.73,96.77,35.37,42.18,99.16,41.84,45.51
0.0,877.0,2016.522284,470473.0,343472.81,35.12,94.34,35.25,41.59,96.9,41.72,44.8
0.0,878.0,2016.5493760000002,466985.0,342067.81,35.46,93.28,35.09,41.92,96.22,41.56,43.85
0.0,879.0,2016.576468,468475.0,342720.19,33.8,93.53,35.15,40.27,96.33,41.61,42.92
0.0,880.0,2016.6035600000002,467588.0,343101.91,33.79,93.55,35.64,40.27,96.44,42.11,42.32
0.0,881.0,2016.630652,462088.0,340464.59,34.0,94.48,36.64,40.45,97.32,43.11,42.15
0.0,882.0,2016.657744,457989.0,338910.41,39.34,95.93,37.91,45.82,99.32,44.38,42.25
0.0,883.0,2016.684836,464620.0,342393.59,41.43,95.96,39.08,47.9,99.4,45.55,42.33
0.0,884.0,2016.7119280000002,464740.0,342121.69,41.84,95.05,39.93,48.31,98.62,46.41,42.26
0.0,885.0,2016.73902,466099.0,342596.31,39.32,95.13,40.53,45.78,98.67,47.01,42.13
0.0,886.0,2016.766112,465051.0,341673.59,38.7,96.3,41.13,45.19,99.69,47.62,42.27
0.0,887.0,2016.7932039999998,469591.0,343936.19,42.33,97.09,41.88,48.8,100.58,48.38,42.83
0.0,888.0,2016.820296,467317.0,340722.31,43.62,95.91,42.69,50.16,99.6,49.21,43.74
0.0,889.0,2016.847388,469138.0,342933.5,43.68,96.83,43.31,50.19,100.23,49.84,44.71
0.0,890.0,2016.8744800000002,472052.0,343185.31,44.86,95.63,43.46,51.43,98.8,50.01,45.43
0.0,891.0,2016.901571,478495.0,346453.91,46.29,95.08,43.0,52.9,98.17,49.56,45.7
0.0,892.0,2016.928663,412712.0,297914.19,42.17,91.38,41.98,48.75,94.21,48.53,45.49
0.0,893.0,2016.9557550000002,480846.0,346842.09,39.61,90.04,40.6,46.09,92.86,47.16,44.98
0.0,894.0,2016.982847,480430.0,347839.59,39.14,89.49,39.14,45.67,92.07,45.7,44.36
0.0,895.0,2017.009966,485347.0,349233.19,36.94,87.24,37.77,43.54,89.6,44.34,43.77
0.0,896.0,2017.0371329999998,482567.0,347264.31,37.17,88.36,36.55,43.79,90.4,43.14,43.24
0.0,897.0,2017.064299,479200.0,344826.31,34.8,87.91,35.56,41.36,89.71,42.15,42.79
0.0,898.0,2017.0914649999997,479859.0,345492.69,33.46,87.36,34.87,40.08,88.98,41.48,42.55
0.0,899.0,2017.1186309999998,478434.0,344268.5,33.39,90.07,34.57,40.01,91.75,41.2,42.58
0.0,900.0,2017.145797,479643.0,344784.5,34.51,88.39,34.66,41.16,90.14,41.3,42.91
0.0,901.0,2017.172963,483270.0,347856.0,34.47,90.15,35.04,41.14,91.61,41.68,43.48
0.0,902.0,2017.2001289999998,476093.0,343366.59,35.41,92.77,35.53,42.05,94.19,42.17,44.14
0.0,903.0,2017.227296,476915.0,343784.59,36.92,94.69,35.93,43.54,96.08,42.58,44.75
0.0,904.0,2017.254462,475783.0,343274.31,37.43,94.12,36.07,44.05,95.79,42.74,45.15
0.0,905.0,2017.2816280000002,478451.0,344591.19,36.33,92.26,35.86,43.04,94.05,42.55,45.24
0.0,906.0,2017.308794,475213.0,341897.0,36.19,92.45,35.35,42.91,94.38,42.05,45.07
0.0,907.0,2017.3359600000001,479329.0,344718.41,34.24,90.3,34.69,40.95,92.15,41.4,44.77
0.0,908.0,2017.3631260000002,483975.0,348429.41,33.97,88.81,34.11,40.72,90.8,40.83,44.54
0.0,909.0,2017.390293,480876.0,346277.59,31.0,87.59,33.81,37.73,89.54,40.53,44.52
0.0,910.0,2017.417459,478509.0,345081.0,34.07,90.13,33.84,40.75,92.06,40.56,44.71
0.0,911.0,2017.444625,475488.0,343148.69,34.58,89.4,34.14,41.33,91.53,40.86,45.03
0.0,912.0,2017.471791,477892.0,345091.59,34.4,88.39,34.64,41.12,91.07,41.36,45.35
0.0,913.0,2017.498957,475148.0,344423.19,34.61,89.22,35.33,41.34,92.21,42.06,45.66
0.0,914.0,2017.526123,475941.0,346022.59,34.9,88.93,36.29,41.65,91.98,43.02,46.0
0.0,915.0,2017.553289,469873.0,343282.19,36.68,89.33,37.52,43.4,92.13,44.24,46.4
0.0,916.0,2017.580456,465825.0,342386.69,40.44,92.28,38.91,47.13,95.6,45.63,46.79
0.0,917.0,2017.607622,465504.0,341490.19,40.01,91.87,40.36,46.75,95.34,47.08,47.11
0.0,918.0,2017.6347879999998,463046.0,341827.31,41.14,93.94,41.79,47.85,97.43,48.51,47.37
0.0,919.0,2017.661954,455695.0,337208.31,43.46,94.59,43.09,50.16,98.26,49.82,47.51
0.0,920.0,2017.68912,462698.0,342827.0,45.78,96.16,44.17,52.52,100.0,50.89,47.51
0.0,921.0,2017.7162859999999,464464.0,344287.19,46.71,96.92,44.94,53.44,100.76,51.67,47.38
0.0,922.0,2017.743453,462422.0,342371.31,44.28,95.89,45.49,51.02,99.58,52.23,47.25
0.0,923.0,2017.7706190000001,466066.0,344496.09,45.1,98.01,45.99,51.85,101.69,52.74,47.34
0.0,924.0,2017.7977850000002,462025.0,341946.0,46.45,99.31,46.54,53.22,102.88,53.3,47.75
0.0,925.0,2017.824951,465248.0,342554.09,47.48,99.04,47.07,54.25,102.45,53.84,48.41
0.0,926.0,2017.8521170000001,469213.0,344595.0,49.4,97.01,47.42,56.12,100.53,54.21,49.16
0.0,927.0,2017.8792829999998,476076.0,346501.59,46.92,95.39,47.44,53.72,98.82,54.24,49.78
0.0,928.0,2017.9064489999998,480311.0,347545.09,48.52,97.55,47.03,55.37,100.79,53.86,50.15
0.0,929.0,2017.933616,478472.0,345450.09,47.42,97.48,46.17,54.3,100.66,53.02,50.14
0.0,930.0,2017.960782,482576.0,348484.91,46.57,96.54,44.95,53.45,99.48,51.8,49.78
0.0,931.0,2017.987948,484683.0,349239.0,42.12,92.97,43.6,48.99,95.77,50.46,49.27
0.0,932.0,2018.015114,481895.0,346910.41,40.36,91.86,42.44,47.22,94.57,49.3,48.87
0.0,933.0,2018.0422800000001,482066.0,347919.19,40.66,90.92,41.64,47.49,93.59,48.5,48.71
0.0,934.0,2018.0694460000002,485989.0,349743.69,41.07,91.85,41.13,47.98,94.22,48.0,48.73
0.0,935.0,2018.096613,480385.0,346683.0,42.6,94.98,40.74,49.44,97.39,47.6,48.73
0.0,936.0,2018.123779,480363.0,346531.09,40.38,93.98,40.32,47.22,96.22,47.2,48.63
0.0,937.0,2018.1509449999999,480445.0,346481.19,37.59,91.87,39.87,44.48,93.83,46.76,48.41
0.0,938.0,2018.178111,480826.0,346458.41,40.42,93.9,39.38,47.31,95.61,46.3,48.13
0.0,939.0,2018.205277,482400.0,347638.19,40.66,94.17,38.81,47.62,95.76,45.76,47.77
0.0,940.0,2018.2324429999999,481709.0,347064.91,38.3,92.05,38.18,45.32,93.86,45.16,47.37
0.0,941.0,2018.259609,478761.0,343539.09,34.95,91.24,37.65,41.97,92.97,44.65,47.11
0.0,942.0,2018.2867760000001,480288.0,346320.81,36.81,91.33,37.38,43.81,93.11,44.39,47.14
0.0,943.0,2018.3139420000002,482310.0,346908.59,37.15,90.25,37.38,44.17,92.04,44.39,47.48
0.0,944.0,2018.3411079999998,481813.0,346364.19,38.54,89.05,37.51,45.56,90.99,44.52,47.96
0.0,945.0,2018.368274,478388.0,343680.91,37.89,88.63,37.64,44.9,90.87,44.65,48.42
0.0,946.0,2018.3954399999998,482674.0,347004.31,36.59,87.6,37.7,43.6,89.87,44.72,48.75
0.0,947.0,2018.4226059999999,478904.0,345261.91,38.91,89.03,37.73,45.94,91.28,44.75,48.92
0.0,948.0,2018.449772,478816.0,345698.69,38.28,88.67,37.81,45.29,91.01,44.83,48.98
0.0,949.0,2018.4769390000001,476421.0,345260.19,35.99,87.43,38.1,43.07,90.11,45.12,49.05
0.0,950.0,2018.504105,475124.0,346202.91,36.43,87.32,38.74,43.42,90.32,45.74,49.24
0.0,951.0,2018.531271,466436.0,341695.31,40.54,90.76,39.69,47.53,93.6,46.69,49.53
0.0,952.0,2018.5584370000001,464722.0,341075.0,42.09,93.25,40.82,49.07,96.36,47.81,49.79
0.0,953.0,2018.5856030000002,464708.0,342596.91,41.29,93.42,42.05,48.23,96.72,49.03,49.98
0.0,954.0,2018.612769,464702.0,343043.41,42.6,97.0,43.39,49.61,100.63,50.38,50.19
0.0,955.0,2018.639936,461590.0,342000.81,43.55,96.05,44.93,50.55,99.92,51.93,50.56
0.0,956.0,2018.6671019999999,460503.0,341670.69,46.81,97.17,46.62,53.81,101.15,53.63,51.11
0.0,957.0,2018.694268,458974.0,340219.09,50.19,102.89,48.29,57.19,106.99,55.3,51.74
0.0,958.0,2018.721434,460646.0,341053.0,49.0,101.59,49.74,56.02,105.69,56.76,52.32
0.0,959.0,2018.7486,458536.0,339020.91,53.03,104.54,50.83,60.04,108.6,57.85,52.77
0.0,960.0,2018.775766,461025.0,339889.31,51.79,105.02,51.46,58.83,108.94,58.49,53.04
0.0,961.0,2018.802932,466796.0,341590.91,52.34,104.61,51.58,59.38,108.34,58.62,53.07
0.0,962.0,2018.8300989999998,468421.0,342562.91,53.79,106.18,51.16,60.83,109.99,58.2,52.83
0.0,963.0,2018.8572649999999,473587.0,344800.19,50.47,105.22,50.27,57.5,108.93,57.32,52.37
0.0,964.0,2018.884431,473070.0,343542.41,49.07,103.16,49.12,56.1,106.82,56.18,51.85
0.0,965.0,2018.9115969999998,475027.0,343613.69,46.55,101.97,47.94,53.64,105.43,55.02,51.46
0.0,966.0,2018.9387629999999,479229.0,346155.91,46.79,99.43,46.93,53.88,102.56,54.03,51.31
0.0,967.0,2018.965929,483181.0,347477.59,45.92,97.68,46.21,53.04,100.53,53.33,51.47
0.0,968.0,2018.9930960000002,484627.0,348215.19,44.75,95.59,45.79,51.93,98.4,52.93,51.89
0.0,969.0,2019.020262,481073.0,346073.81,43.72,95.95,45.63,50.89,98.58,52.79,52.49
0.0,970.0,2019.047428,483025.0,347856.5,48.28,97.01,45.61,55.44,99.88,52.77,53.09
0.0,971.0,2019.0745940000002,479261.0,345354.0,44.67,96.2,45.57,51.84,98.77,52.73,53.55
0.0,972.0,2019.1017600000002,481975.0,347052.81,46.49,97.69,45.48,53.66,100.11,52.64,53.84
0.0,973.0,2019.128926,479412.0,345063.69,44.77,96.08,45.42,51.95,98.36,52.58,54.06
0.0,974.0,2019.1560920000002,88619.0,64005.6,43.39,98.99,45.49,50.38,101.11,52.67,54.36
0.0,975.0,2019.183259,363687.0,261535.0,45.78,97.7,45.68,53.11,100.01,52.89,54.75
0.0,976.0,2019.210425,479961.0,345826.0,48.5,99.36,45.83,55.72,101.63,53.07,55.11
0.0,977.0,2019.237591,476929.0,343358.59,45.77,97.86,45.84,53.04,100.33,53.09,55.34
0.0,978.0,2019.264757,216767.0,156691.59,45.81,102.16,45.76,53.13,104.56,53.03,55.54
0.0,979.0,2019.291923,454907.0,326569.0,42.8,95.21,45.74,50.02,97.47,53.02,55.83
0.0,980.0,2019.319089,479538.0,345597.41,46.44,97.82,45.79,53.72,100.18,53.08,56.24
0.0,981.0,2019.3462559999998,476289.0,343804.81,48.63,97.75,45.77,55.95,100.38,53.07,56.58
0.0,982.0,2019.373422,476985.0,343318.5,45.87,95.2,45.61,53.19,97.92,52.91,56.73
0.0,983.0,2019.400588,480090.0,344456.41,43.96,93.6,45.4,51.32,96.42,52.7,56.77
0.0,984.0,2019.4277539999998,479820.0,346379.41,42.98,93.9,45.35,50.27,96.86,52.63,56.81
0.0,985.0,2019.45492,478547.0,345343.69,46.9,93.86,45.57,54.13,97.01,52.83,56.96
0.0,986.0,2019.482086,473862.0,343775.5,45.68,93.95,46.02,52.89,97.2,53.27,57.14
0.0,987.0,2019.509252,470859.0,342081.69,45.99,94.23,46.65,53.24,97.77,53.89,57.28
0.0,988.0,2019.536419,468192.0,341447.81,47.61,97.02,47.5,54.84,100.57,54.73,57.42
0.0,989.0,2019.563585,468432.0,342312.81,47.06,97.68,48.66,54.26,101.5,55.88,57.68
0.0,990.0,2019.5907510000002,466657.0,343125.5,48.54,97.09,50.13,55.74,100.97,57.35,58.09
0.0,991.0,2019.6179170000003,465115.0,342192.31,52.27,98.78,51.8,59.53,102.89,59.02,58.61
0.0,992.0,2019.6450829999999,465582.0,342309.0,55.71,103.52,53.4,62.91,107.76,60.62,59.03
0.0,993.0,2019.6722489999997,462219.0,340083.69,54.67,104.22,54.68,61.86,108.34,61.9,59.17
0.0,994.0,2019.6994149999998,463470.0,341736.41,56.79,107.93,55.52,64.03,112.14,62.75,59.01
0.0,995.0,2019.726582,463237.0,341344.81,57.13,106.05,55.92,64.36,110.31,63.16,58.58
0.0,996.0,2019.753748,462195.0,339790.69,55.78,105.8,55.97,63.04,110.09,63.23,58.06
0.0,997.0,2019.7809140000002,464113.0,340822.31,56.78,106.49,55.84,64.06,110.8,63.11,57.62
0.0,998.0,2019.80808,464034.0,340213.59,54.74,105.28,55.69,62.04,109.68,62.99,57.45
0.0,999.0,2019.835246,469942.0,343796.69,53.07,105.06,55.62,60.42,109.48,62.93,57.62
0.0,1000.0,2019.8624120000002,470521.0,342900.5,58.26,107.31,55.52,65.5,111.65,62.84,57.99
0.0,1001.0,2019.889579,476291.0,345228.81,56.77,107.64,55.14,64.12,111.73,62.48,58.29
0.0,1002.0,2019.916745,477364.0,344693.41,55.06,106.21,54.09,62.46,110.15,61.45,58.04
0.0,1003.0,2019.9439109999998,480803.0,346059.41,53.86,105.4,52.98,61.19,108.91,60.35,57.8
0.0,1004.0,2019.971077,483172.0,347106.69,50.94,101.96,52.07,58.35,105.42,59.45,57.75
0.0,1005.0,2019.998243,482467.0,346879.09,50.62,100.1,51.41,58.08,103.36,58.8,57.91
0.0,1006.0,2020.02534,479365.0,346289.81,47.35,98.39,50.96,54.75,101.56,58.35,58.18
0.0,1007.0,2020.052432,480291.0,346224.5,44.99,97.91,50.66,52.41,100.91,58.05,58.47
